Brand,Model,Year,Fuel,Transmission,Km,Owner,Price,Location,Engine,Seats
Hyundai,Verna 1.6 SX VTVT,2019,Petrol,Manual,6028,First,1154000.0,Coimbatore,1591,5.0
Maruti,Wagon R LX BSII,2006,Petrol,Manual,86000,Second,100000.0,Delhi,998,5.0
Maruti,Swift Dzire Tour LDI,2013,Diesel,Manual,160000,Second,250000.0,Kolkata,1248,5.0
Audi,Q5 2008-2012 2.0 TFSI Quattro,2011,Petrol,Automatic,59967,First,1800000.0,Kochi,1984,5.0
Toyota,Etios Cross 1.4 GD,2018,Diesel,Manual,43127,First,685000.0,Coimbatore,1364,5.0
Hyundai,i10 Era 1.1 iTech SE,2012,Petrol,Manual,65727,First,297000.0,Kochi,1086,5.0
Hyundai,Verna 1.6 VTVT,2013,Petrol,Manual,70000,First,475000.0,Pune,1591,5.0
Volkswagen,Polo 1.5 TDI Highline,2018,Diesel,Manual,39861,First,738000.0,Coimbatore,1498,5.0
BMW,5 Series 520d Sport Line,2017,Diesel,Automatic,16485,First,4275000.0,Delhi,1995,5.0
Hyundai,i20 1.4 Asta Optional With Sunroof,2010,Diesel,Manual,77332,Second,365000.0,Bangalore,1396,5.0
Hyundai,Grand i10 Asta Option AT,2017,Petrol,Automatic,17489,First,599000.0,Kochi,1197,5.0
Toyota,Fortuner 4x2 4 Speed AT,2012,Diesel,Automatic,125000,First,1350000.0,Pune,2982,7.0
Maruti,Baleno Zeta Automatic,2016,Petrol,Automatic,35129,First,700000.0,Chennai,1197,5.0
Hyundai,Creta 1.6 SX Plus Petrol Automatic,2016,Petrol,Automatic,22982,First,1095000.0,Hyderabad,1591,5.0
Hyundai,i10 Sportz,2013,Petrol,Manual,54500,Third,295000.0,Pune,1197,5.0
Tata,Tigor XE Diesel,2017,Diesel,Manual,16235,First,550000.0,Ahmedabad,1047,5.0
Skoda,Superb Style 1.8 TSI AT,2017,Petrol,Automatic,73641,First,1707999.9999999998,Kochi,1798,5.0
Maruti,Swift Dzire VDI,2015,Diesel,Manual,59572,First,685000.0,Hyderabad,1248,5.0
Honda,CR-V 2.0 AT,2014,Petrol,Automatic,112827,First,1050000.0,Jaipur,1997,5.0
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2010,Diesel,Manual,118000,First,875000.0,Hyderabad,2494,8.0
Honda,City 1.5 V MT,2010,Petrol,Manual,60000,First,270000.0,Kolkata,1497,5.0
Hyundai,Verna VTVT 1.6 AT SX Plus,2012,Petrol,Automatic,75059,First,425000.0,Mumbai,1591,5.0
Toyota,Etios 1.4 VXD,2018,Diesel,Manual,3000,First,790000.0,Pune,1364,5.0
Skoda,Superb Elegance 1.8 TSI AT,2011,Petrol,Automatic,78000,Second,450000.0,Delhi,1798,5.0
Nissan,Sunny 2011-2014 Diesel XV,2012,Diesel,Manual,47000,First,400000.0,Kolkata,1461,5.0
Honda,City 1.5 V MT Exclusive,2012,Petrol,Manual,42000,First,475000.0,Delhi,1497,5.0
Hyundai,Elite i20 Diesel Asta Option,2018,Diesel,Manual,6820,First,765000.0,Kolkata,1396,5.0
Chevrolet,Optra 1.6 LT Royale,2013,Petrol,Manual,55176,Second,347000.0,Kochi,1599,5.0
Honda,Amaze S i-Vtech,2016,Petrol,Manual,39854,First,564000.0,Kochi,1198,5.0
Volkswagen,Polo Petrol Comfortline 1.2L,2013,Petrol,Manual,24000,First,295000.0,Kolkata,1198,5.0
Maruti,Swift VDI,2016,Diesel,Manual,55000,First,565000.0,Jaipur,1248,5.0
Ford,Endeavour 3.0L 4X4 AT,2012,Diesel,Automatic,45840,First,841000.0,Kochi,2953,7.0
Maruti,Baleno LXI,2006,Petrol,Manual,155000,Third,85000.0,Pune,1590,5.0
Maruti,Wagon R LX,2003,Petrol,Manual,125000,Second,80000.0,Pune,998,5.0
Volkswagen,Polo 1.5 TDI Highline,2014,Diesel,Manual,52951,First,565000.0,Coimbatore,1498,5.0
Hyundai,Verna 1.6 SX VTVT (O),2013,Petrol,Manual,49000,First,450000.0,Kolkata,1591,5.0
Maruti,Ciaz ZDi Plus SHVS,2015,Diesel,Manual,52000,First,690000.0,Ahmedabad,1248,5.0
Toyota,Qualis Fleet A3,2001,Diesel,Manual,227000,Fourth & Above,220000.00000000003,Mumbai,2446,8.0
Nissan,Sunny 2011-2014 Diesel XL,2013,Diesel,Manual,120005,First,400000.0,Jaipur,1461,5.0
Skoda,Rapid 1.6 MPI Ambition With Alloy Wheel,2015,Petrol,Manual,33000,First,560000.0,Mumbai,1598,5.0
Maruti,Eeco 7 Seater Standard,2016,Petrol,Manual,126000,First,220000.00000000003,Delhi,1196,7.0
Skoda,Rapid Ultima 1.6 MPI Ambition Plus,2013,Petrol,Manual,66700,First,400000.0,Bangalore,1598,5.0
Toyota,Fortuner 4x4 MT,2014,Diesel,Manual,122000,Second,1600000.0,Jaipur,2982,7.0
Hyundai,Creta 1.6 CRDi SX,2016,Diesel,Manual,29000,First,1260000.0,Mumbai,1582,5.0
Hyundai,i20 Magna Optional 1.2,2014,Petrol,Manual,42315,First,479000.0,Kochi,1197,5.0
Maruti,Wagon R LXI CNG,2015,CNG,Manual,22001,First,365000.0,Mumbai,998,5.0
Honda,City i DTEC V,2016,Diesel,Manual,84580,First,683000.0,Kochi,1498,5.0
Maruti,800 Std,2002,Petrol,Manual,75000,First,51000.0,Jaipur,796,4.0
Ford,Ikon 1.3 Flair,2006,Petrol,Manual,85000,Second,69000.0,Pune,1299,5.0
Maruti,Swift Dzire LXI,2015,Petrol,Manual,24296,First,465000.00000000006,Delhi,1197,5.0
Honda,City 1.5 V MT Sunroof,2014,Petrol,Manual,40000,First,649000.0,Kolkata,1497,5.0
Hyundai,Verna CRDi,2009,Diesel,Manual,64514,First,290000.0,Chennai,1493,5.0
Hyundai,Verna 1.6 SX VTVT,2016,Petrol,Manual,35000,First,740000.0,Delhi,1591,5.0
Renault,KWID RXT,2016,Petrol,Manual,41000,Second,325000.0,Bangalore,799,5.0
Maruti,Wagon R LXI,2008,Petrol,Manual,60123,Second,195000.0,Ahmedabad,998,5.0
Hyundai,Grand i10 Sportz,2015,Petrol,Manual,53000,Second,400000.0,Jaipur,1197,5.0
Hyundai,i20 1.2 Asta,2017,Petrol,Manual,9000,First,685000.0,Delhi,1197,5.0
Honda,Amaze S i-Vtech,2015,Petrol,Manual,53497,First,545000.0,Coimbatore,1198,5.0
Ford,Fiesta 1.4 Duratorq ZXI,2007,Diesel,Manual,68000,First,199000.0,Hyderabad,1399,5.0
Hyundai,Verna SX CRDi AT,2014,Diesel,Automatic,65000,First,899000.0,Hyderabad,1582,5.0
Toyota,Etios VD SP,2014,Diesel,Manual,45155,First,650000.0,Kolkata,1364,5.0
Honda,Jazz 1.2 V CVT i VTEC,2018,Petrol,Automatic,20026,First,927000.0,Coimbatore,1199,5.0
Hyundai,Verna 1.6 CRDi SX,2015,Diesel,Manual,60000,First,699000.0,Ahmedabad,1582,5.0
Mercedes-Benz,CLA 200 D Sport Edition,2019,Diesel,Automatic,15976,First,3676000.0,Coimbatore,2143,5.0
Skoda,Octavia Elegance 1.8 TSI AT,2017,Petrol,Automatic,30523,First,1707999.9999999998,Kochi,1798,5.0
Chevrolet,Beat Diesel LS,2013,Diesel,Manual,26300,First,280000.0,Kolkata,936,5.0
Volkswagen,Polo Diesel Trendline 1.2L,2011,Diesel,Manual,66000,First,249000.00000000003,Kolkata,1199,5.0
Maruti,SX4 S Cross DDiS 200 Zeta,2016,Diesel,Manual,70000,First,885000.0,Jaipur,1248,5.0
Honda,City V MT,2011,Petrol,Manual,46000,First,415000.00000000006,Ahmedabad,1497,5.0
Volkswagen,Vento 1.5 TDI Highline,2017,Diesel,Manual,28000,First,1000000.0,Hyderabad,1498,5.0
Hyundai,Grand i10 1.2 Kappa Magna,2017,Petrol,Manual,46000,First,475000.0,Delhi,1197,5.0
Renault,KWID AMT RXL,2017,Petrol,Automatic,33000,First,320000.0,Jaipur,999,5.0
Maruti,Alto 800 LXI,2017,Petrol,Manual,27718,First,328000.0,Kochi,796,5.0
Ford,Ecosport 1.5 Ti VCT MT Titanium,2013,Petrol,Manual,58000,First,750000.0,Bangalore,1499,5.0
Maruti,Baleno Zeta,2018,Petrol,Manual,33150,First,739000.0,Coimbatore,1197,5.0
Maruti,Ritz VDi,2013,Diesel,Manual,77000,First,365000.0,Pune,1248,5.0
Mercedes-Benz,E-Class 280 CDI,2007,Diesel,Automatic,70000,First,1100000.0,Chennai,2987,5.0
Maruti,Ritz VDi,2012,Diesel,Manual,97000,First,300000.0,Kolkata,1248,5.0
Chevrolet,Beat Diesel LT,2012,Diesel,Manual,75300,Second,225000.0,Chennai,936,5.0
Maruti,SX4 Vxi BSIV,2010,Petrol,Manual,69918,First,283000.0,Kochi,1586,5.0
Maruti,Omni 5 Seater BSIV,2019,Petrol,Manual,4721,First,411000.00000000006,Coimbatore,796,5.0
Mitsubishi,Pajero Sport Anniversary Edition,2014,Diesel,Manual,39163,First,1470000.0,Kolkata,2477,7.0
Mercedes-Benz,S Class 2005 2013 S 300 L,2013,Petrol,Automatic,80000,First,2500000.0,Pune,2987,5.0
Chevrolet,Beat Diesel LS,2015,Diesel,Manual,66000,First,235000.0,Bangalore,936,5.0
Ford,Figo 2015-2019 1.5D Titanium MT,2017,Diesel,Manual,36154,Second,641000.0,Coimbatore,1498,5.0
Honda,City i-VTEC VX,2012,Petrol,Manual,34000,First,575000.0,Ahmedabad,1497,5.0
Mercedes-Benz,GLA Class 200 CDI SPORT,2016,Diesel,Automatic,60000,Second,1755000.0,Chennai,2143,5.0
Hyundai,Creta 1.4 CRDi S Plus,2015,Diesel,Manual,32000,First,1025000.0,Jaipur,1396,5.0
Ford,Fiesta Classic 1.4 Duratorq CLXI,2012,Diesel,Manual,79985,First,316000.0,Kochi,1399,5.0
Audi,A4 2.0 TDI,2014,Diesel,Automatic,37600,Second,2250000.0,Bangalore,1968,5.0
Hyundai,i10 Magna 1.1,2015,Petrol,Manual,31965,First,355000.0,Kochi,1086,5.0
BMW,3 Series 320i Sedan,2010,Petrol,Automatic,70749,First,986000.0,Kochi,1995,5.0
BMW,7 Series 730Ld,2013,Diesel,Automatic,38000,First,4500000.0,Chennai,2993,5.0
Hyundai,Verna 1.6 SX VTVT,2017,Petrol,Manual,41534,First,799000.0,Kochi,1591,5.0
Volkswagen,Ameo 1.5 TDI Comfortline AT,2017,Diesel,Automatic,54455,First,650000.0,Jaipur,1498,5.0
Chevrolet,Aveo 1.4 LS,2007,Petrol,Manual,42000,First,75000.0,Kolkata,1399,5.0
Chevrolet,Cruze LTZ,2018,Diesel,Manual,52073,Second,986999.9999999999,Coimbatore,1991,5.0
Hyundai,i20 1.4 Sportz,2018,Diesel,Manual,40175,Second,636000.0,Kochi,1396,5.0
Honda,BRV i-VTEC V CVT,2017,Petrol,Automatic,16503,First,950000.0,Mumbai,1497,7.0
Hyundai,Xcent 1.2 Kappa SX,2017,Petrol,Manual,15029,First,605000.0,Kochi,1197,5.0
Maruti,Alto 800 CNG LXI,2013,CNG,Manual,26200,First,215000.0,Mumbai,796,5.0
Hyundai,Grand i10 CRDi Sportz,2015,Diesel,Manual,76362,First,550000.0,Hyderabad,1120,5.0
Maruti,Alto LXi,2007,Petrol,Manual,18700,Second,125000.0,Kolkata,796,5.0
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2015,Diesel,Manual,67585,First,1199000.0,Coimbatore,2494,7.0
Hyundai,i10 Sportz 1.2 AT,2010,Petrol,Automatic,57000,Second,250000.0,Mumbai,1197,5.0
Honda,City i-VTEC CVT V,2019,Petrol,Automatic,22321,First,1166000.0,Kochi,1497,5.0
Maruti,Zen LX,1998,Petrol,Manual,95150,Third,53000.0,Jaipur,993,5.0
Maruti,Wagon R LXI BS IV,2015,Petrol,Manual,36428,First,310000.0,Kolkata,998,5.0
Ford,Figo Diesel Titanium,2012,Diesel,Manual,73500,Second,260000.0,Hyderabad,1399,5.0
Honda,Amaze S i-Vtech,2015,Petrol,Manual,47234,First,509000.0,Kochi,1198,5.0
Hyundai,Accent GLE,2008,Petrol,Manual,62364,First,229999.99999999997,Hyderabad,1495,5.0
Hyundai,Verna 1.6 SX CRDi (O),2012,Diesel,Manual,89000,First,600000.0,Pune,1582,5.0
Maruti,Swift ZDi,2013,Diesel,Manual,58653,First,440000.00000000006,Ahmedabad,1248,5.0
Mercedes-Benz,B Class B180,2013,Petrol,Automatic,30000,Second,1100000.0,Delhi,1595,5.0
Chevrolet,Cruze LTZ,2014,Diesel,Manual,64042,First,570000.0,Coimbatore,1998,5.0
Skoda,Laura Ambiente 2.0 TDI CR AT,2013,Diesel,Automatic,120000,First,695000.0,Chennai,1968,5.0
Mahindra,Scorpio VLX 2WD BSIV,2014,Diesel,Manual,90000,First,790000.0,Hyderabad,2179,8.0
BMW,X1 xDrive 20d xLine,2018,Diesel,Automatic,30733,First,2930000.0,Kochi,1995,5.0
Mercedes-Benz,E-Class 2009-2013 E350 Petrol,2009,Petrol,Automatic,43600,First,1024000.0,Kolkata,3498,5.0
Skoda,Superb Elegance 1.8 TSI AT,2010,Petrol,Automatic,71473,Second,535000.0,Pune,1798,5.0
Honda,Brio VX AT,2014,Petrol,Automatic,39000,Second,349000.0,Mumbai,1198,5.0
Hyundai,i10 Magna 1.2,2009,Petrol,Manual,84045,First,285000.0,Hyderabad,1197,5.0
Honda,City i VTEC SV,2014,Petrol,Manual,57004,First,535000.0,Mumbai,1497,5.0
Ford,Figo Petrol ZXI,2012,Petrol,Manual,75464,First,362000.0,Coimbatore,1196,5.0
Toyota,Innova 2.5 G4 Diesel 7-seater,2006,Diesel,Manual,142000,First,625000.0,Hyderabad,2494,7.0
Mahindra,Verito 1.5 D6 BSIV,2012,Diesel,Manual,118683,Second,319000.0,Kochi,1461,5.0
Mahindra,KUV 100 G80 K8 Dual Tone,2018,Petrol,Manual,42000,First,550000.0,Delhi,1198,6.0
Hyundai,i20 Sportz Option 1.2,2019,Petrol,Manual,12800,First,767000.0,Kochi,1197,5.0
Tata,New Safari EX 4x2,2011,Petrol,Manual,80000,First,550000.0,Jaipur,2092,7.0
Maruti,Swift Dzire VDi,2014,Diesel,Manual,76126,First,660000.0,Hyderabad,1248,5.0
BMW,X5 xDrive 30d M Sport,2017,Diesel,Automatic,21000,Second,5500000.0,Chennai,2993,5.0
Audi,A6 2011-2015 2.0 TDI Premium Plus,2013,Diesel,Automatic,85000,First,2100000.0,Pune,1968,5.0
Maruti,Baleno Delta 1.2,2017,Petrol,Manual,27000,First,450000.0,Jaipur,1197,5.0
Hyundai,Santa Fe 4WD AT,2016,Diesel,Automatic,45794,First,2067000.0000000002,Coimbatore,2199,7.0
Chevrolet,Cruze LTZ AT,2013,Diesel,Automatic,57352,First,650000.0,Hyderabad,1998,5.0
Mercedes-Benz,E-Class 2015-2017 E250 Edition E,2018,Diesel,Automatic,41467,First,3797999.9999999995,Coimbatore,2143,5.0
Hyundai,Santro Xing GLS,2009,Petrol,Manual,42000,First,145000.0,Mumbai,1086,5.0
Maruti,Wagon R LXI CNG,2014,CNG,Manual,62549,First,295000.0,Delhi,998,5.0
Maruti,Ciaz VDi Plus SHVS,2015,Diesel,Manual,67048,First,790000.0,Hyderabad,1248,5.0
Honda,City i-VTEC V,2018,Petrol,Manual,11732,First,1007000.0,Kochi,1497,5.0
Nissan,Terrano XL Plus ICC WT20 SE,2016,Diesel,Manual,37000,First,650000.0,Mumbai,1461,5.0
BMW,3 Series 320d Prestige,2015,Diesel,Automatic,30000,First,2200000.0,Hyderabad,1995,5.0
Honda,City i DTEC V,2016,Diesel,Manual,53000,First,975000.0,Hyderabad,1498,5.0
Nissan,Terrano XL Plus 85 PS,2014,Diesel,Manual,60000,First,600000.0,Jaipur,1461,5.0
Hyundai,Grand i10 CRDi Sportz,2014,Diesel,Manual,65000,First,399000.0,Delhi,1120,5.0
Hyundai,Santro Xing XL eRLX Euro III,2008,Petrol,Manual,51000,First,175000.0,Ahmedabad,1086,5.0
Toyota,Fortuner 4x2 AT,2015,Diesel,Automatic,92000,First,1975000.0,Delhi,2982,7.0
Toyota,Innova Crysta 2.4 VX MT,2017,Diesel,Manual,31000,First,1695000.0,Kolkata,2393,7.0
Maruti,Baleno Zeta 1.2,2017,Petrol,Manual,43917,First,680000.0,Chennai,1197,5.0
Hyundai,Santro Xing XL eRLX Euro III,2007,Petrol,Manual,46707,First,99000.0,Kolkata,1086,5.0
Hyundai,i10 Sportz 1.1L,2013,Petrol,Manual,84000,First,295000.0,Pune,1086,5.0
Audi,Q7 3.0 TDI Quattro Premium Plus,2015,Diesel,Automatic,55662,First,4283000.0,Coimbatore,2967,7.0
Volvo,S60 D4 Momentum,2014,Diesel,Automatic,51000,First,2150000.0,Hyderabad,1969,5.0
Honda,City i VTEC V,2015,Petrol,Manual,24398,First,790000.0,Jaipur,1497,5.0
Maruti,Alto K10 2010-2014 VXI,2011,Petrol,Manual,78000,Second,229999.99999999997,Hyderabad,998,5.0
Honda,Brio 1.2 S Option MT,2012,Petrol,Manual,40315,First,275000.0,Delhi,1198,5.0
Mahindra,Scorpio VLX 2WD AIRBAG BSIV,2011,Diesel,Manual,83000,First,671000.0,Jaipur,2179,8.0
Renault,Duster 110PS Diesel RxL AMT,2017,Diesel,Automatic,58151,First,960000.0,Kochi,1461,5.0
Hyundai,Creta 1.6 CRDi SX,2017,Diesel,Manual,30519,First,1281000.0,Kochi,1582,5.0
Tata,Tiago 1.2 Revotron XZ,2019,Petrol,Manual,20712,First,694000.0,Coimbatore,1199,5.0
Mahindra,XUV500 W6 2WD,2015,Diesel,Manual,48000,First,944999.9999999999,Mumbai,2179,7.0
Volkswagen,Vento 1.5 TDI Highline,2015,Diesel,Manual,85000,First,600000.0,Hyderabad,1498,5.0
Mercedes-Benz,B Class B180,2013,Petrol,Automatic,32000,First,1100000.0,Delhi,1595,5.0
Maruti,SX4 Vxi BSIV,2011,Petrol,Manual,52000,First,260000.0,Delhi,1586,5.0
Hyundai,Getz GLE,2007,Petrol,Manual,58307,First,195000.0,Hyderabad,1341,5.0
BMW,6 Series Gran Coupe,2013,Diesel,Automatic,30000,First,4500000.0,Mumbai,2993,4.0
Audi,A4 2.0 TDI 177 Bhp Premium Plus,2014,Diesel,Automatic,40000,First,2200000.0,Chennai,1968,5.0
Hyundai,i20 Asta Option 1.2,2015,Petrol,Manual,36000,First,490000.00000000006,Kolkata,1197,5.0
Nissan,Terrano XL D Option,2015,Diesel,Manual,58817,First,625000.0,Kochi,1461,5.0
Volkswagen,Vento Konekt Diesel Highline,2013,Diesel,Manual,55000,Second,610000.0,Chennai,1598,5.0
Hyundai,i10 Sportz,2011,Petrol,Manual,39000,First,260000.0,Mumbai,1197,5.0
Lamborghini,Gallardo Coupe,2011,Petrol,Automatic,6500,Third,12000000.0,Delhi,5204,2.0
Jaguar,XF 3.0 Litre S Premium Luxury,2012,Diesel,Automatic,35000,First,2900000.0,Hyderabad,2993,5.0
Maruti,Swift Dzire VXi,2010,Petrol,Manual,49900,Second,330000.0,Pune,1298,5.0
Tata,Indica Vista Quadrajet VX,2013,Diesel,Manual,99500,Second,305000.0,Hyderabad,1248,5.0
Hyundai,i20 Asta 1.4 CRDi,2012,Diesel,Manual,33249,First,325000.0,Kolkata,1396,5.0
Hyundai,Xcent 1.2 Kappa S Option,2014,Petrol,Manual,52000,First,375000.0,Delhi,1197,5.0
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2015,Diesel,Manual,45000,First,1325000.0,Mumbai,2494,7.0
Tata,Tiago 1.2 Revotron XZ,2017,Petrol,Manual,22000,First,480000.0,Hyderabad,1199,5.0
Renault,KWID RXL,2019,Petrol,Manual,7858,First,380000.0,Kochi,799,5.0
Toyota,Innova 2.5 V Diesel 7-seater,2011,Diesel,Manual,112000,First,850000.0,Pune,2494,7.0
Mercedes-Benz,E-Class 2015-2017 E250 CDI Avantgarde,2016,Diesel,Automatic,41082,First,3876000.0,Coimbatore,2143,5.0
Honda,City 1.5 S AT,2009,Petrol,Automatic,72000,First,320000.0,Ahmedabad,1497,5.0
Hyundai,i10 Sportz 1.2,2011,Petrol,Manual,84912,First,350000.0,Hyderabad,1197,5.0
Hyundai,Creta 1.6 CRDi SX Option,2015,Diesel,Manual,70000,First,1225000.0,Pune,1582,5.0
Honda,Amaze VX Petrol,2014,Petrol,Manual,21000,First,475000.0,Mumbai,1199,5.0
Volkswagen,Polo 1.2 MPI Trendline,2016,Petrol,Manual,27000,First,450000.0,Delhi,999,5.0
Hyundai,i10 Magna 1.2,2012,Petrol,Manual,29000,First,235000.0,Kolkata,1197,5.0
Renault,Pulse RxL,2014,Diesel,Manual,48425,First,340000.0,Hyderabad,1461,5.0
Volkswagen,Vento 1.5 TDI Highline AT,2016,Diesel,Automatic,19000,First,1000000.0,Pune,1498,5.0
Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,2012,Diesel,Manual,210000,First,900000.0,Hyderabad,2494,7.0
Toyota,Corolla Altis G,2013,Petrol,Manual,64000,Second,520000.0,Delhi,1798,5.0
Hyundai,Verna CRDi,2006,Diesel,Manual,200000,Second,185000.0,Chennai,1493,5.0
Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,2013,Diesel,Automatic,100000,Second,3800000.0,Chennai,2987,7.0
Renault,Duster 85PS Diesel RxL Optional,2013,Diesel,Manual,69140,First,511000.00000000006,Kochi,1461,5.0
Skoda,Rapid 1.6 MPI Ambition,2019,Petrol,Manual,21214,First,966000.0,Coimbatore,1598,5.0
Hyundai,i10 Sportz 1.2,2015,Petrol,Manual,28000,First,340000.0,Kolkata,1197,5.0
Mahindra,KUV 100 mFALCON G80 K8,2017,Petrol,Manual,29085,First,584000.0,Kochi,1198,6.0
Maruti,Celerio VXI AMT,2016,Petrol,Automatic,30000,First,380000.0,Kolkata,998,5.0
Maruti,A-Star AT VXI,2012,Petrol,Automatic,32910,First,250000.0,Mumbai,998,5.0
Honda,City i DTEC VX,2015,Diesel,Manual,30000,First,695000.0,Kolkata,1498,5.0
Skoda,Superb 1.8 TSI,2010,Petrol,Automatic,35102,First,550000.0,Pune,1798,5.0
Hyundai,Grand i10 Sportz,2017,Petrol,Manual,22831,First,619000.0,Coimbatore,1197,5.0
Renault,Duster 85PS Diesel RxL,2013,Diesel,Manual,74911,First,600000.0,Hyderabad,1461,5.0
Hyundai,Grand i10 Magna,2015,Petrol,Manual,21000,First,375000.0,Pune,1197,5.0
Ford,EcoSport 1.5 TDCi Titanium,2018,Diesel,Manual,37160,First,946000.0000000001,Kochi,1498,5.0
Nissan,Sunny 2011-2014 XL,2011,Petrol,Manual,41000,Second,300000.0,Jaipur,1498,5.0
Ford,Figo Aspire 1.5 TDCi Titanium,2016,Diesel,Manual,37294,First,575000.0,Chennai,1498,5.0
Honda,Civic 2006-2010 1.8 V MT,2009,Petrol,Manual,56927,First,441000.0,Coimbatore,1799,5.0
Renault,KWID RXT Optional,2017,Petrol,Manual,21954,First,370000.0,Kochi,799,5.0
Honda,Brio EX MT,2014,Petrol,Manual,50000,Second,250000.0,Kolkata,1198,5.0
Maruti,Swift ZXI ABS,2012,Petrol,Manual,78212,First,535000.0,Coimbatore,1298,5.0
Hyundai,i20 Magna Optional 1.4 CRDi,2013,Diesel,Manual,64500,First,365000.0,Delhi,1396,5.0
Skoda,Superb Elegance 2.0 TDI CR AT,2014,Diesel,Automatic,51000,First,1300000.0,Delhi,1968,5.0
Maruti,Wagon R LXI BSII,2012,Petrol,Manual,52000,First,245000.00000000003,Delhi,998,5.0
Volkswagen,Vento 1.5 TDI Highline AT,2015,Diesel,Automatic,120000,First,575000.0,Mumbai,1498,5.0
Honda,City i DTEC S,2017,Diesel,Manual,65792,First,811000.0,Coimbatore,1498,5.0
Hyundai,i20 1.4 Sportz,2018,Diesel,Manual,30000,First,775000.0,Ahmedabad,1396,5.0
Nissan,Micra XV CVT,2017,Petrol,Automatic,54387,First,585000.0,Coimbatore,1198,5.0
Renault,KWID RXT Optional,2018,Petrol,Manual,1617,First,429000.0,Mumbai,799,5.0
Honda,City i-DTEC SV,2015,Diesel,Manual,82000,First,800000.0,Hyderabad,1498,5.0
Toyota,Innova Crysta 2.4 G MT 8S,2017,Diesel,Manual,20000,First,1650000.0,Mumbai,2393,8.0
Maruti,Baleno Alpha 1.3,2015,Diesel,Manual,98000,First,550000.0,Jaipur,1248,5.0
Ford,EcoSport 1.5 TDCi Trend,2015,Diesel,Manual,57000,First,635000.0,Delhi,1498,5.0
Toyota,Innova 2.5 G (Diesel) 8 Seater,2013,Diesel,Manual,250000,Second,790000.0,Jaipur,2494,8.0
Ford,Ecosport 1.5 DV5 MT Ambiente,2014,Diesel,Manual,56549,First,720000.0,Hyderabad,1498,5.0
Volkswagen,Polo Diesel Comfortline 1.2L,2012,Diesel,Manual,78500,First,365000.0,Bangalore,1199,5.0
Hyundai,i20 Sportz 1.4 CRDi,2016,Diesel,Manual,55036,First,635000.0,Kochi,1396,5.0
Renault,Duster 85PS Diesel RxL Explore,2016,Diesel,Manual,55000,First,780000.0,Pune,1461,5.0
Ford,Ikon 1.3 Flair,2007,Petrol,Manual,90000,Second,140000.0,Chennai,1299,5.0
Ford,Endeavour XLT TDCi 4X2,2007,Diesel,Manual,155000,First,550000.0,Chennai,2499,7.0
Maruti,Baleno Delta 1.3,2018,Diesel,Manual,17810,First,850000.0,Hyderabad,1248,5.0
Mercedes-Benz,New C-Class C 220 CDI Elegance AT,2011,Diesel,Automatic,42408,First,1048000.0,Kochi,2143,5.0
Maruti,Esteem Vxi - BSIII,2005,Petrol,Manual,81000,Second,75000.0,Ahmedabad,1298,5.0
Tata,Indigo XL Grand Petrol,2008,Petrol,Manual,52000,Second,130000.0,Pune,1396,5.0
BMW,5 Series 525d Sedan,2013,Diesel,Automatic,35000,First,2100000.0,Mumbai,2993,5.0
Hyundai,Santro Xing GL Plus,2013,Petrol,Manual,60000,First,229999.99999999997,Delhi,1086,5.0
Skoda,Octavia 2.0 TDI AT Style Plus,2015,Diesel,Automatic,27000,First,1495000.0,Mumbai,1968,5.0
Audi,A6 2011-2015 35 TDI Technology,2017,Diesel,Automatic,55975,Second,3592000.0,Coimbatore,1968,5.0
Ford,Figo 1.5D Trend MT,2016,Diesel,Manual,115000,First,450000.0,Pune,1498,5.0
Mahindra,Xylo D4 BS III,2016,Diesel,Manual,132000,First,550000.0,Hyderabad,2489,7.0
Maruti,Celerio ZXI AT,2015,Petrol,Automatic,40337,First,445000.0,Mumbai,998,5.0
Toyota,Innova 2.5 G4 Diesel 8-seater,2008,Diesel,Manual,192000,First,685000.0,Chennai,2494,8.0
Hyundai,Grand i10 CRDi Asta,2016,Diesel,Manual,50000,First,550000.0,Bangalore,1120,5.0
Hyundai,Grand i10 1.2 Kappa Sportz,2016,Petrol,Manual,28147,First,507000.0,Kochi,1197,5.0
Hyundai,Grand i10 Sportz,2015,Petrol,Manual,20000,First,385000.0,Mumbai,1197,5.0
Hyundai,Elite i20 Petrol Asta,2016,Petrol,Manual,11000,First,795000.0,Chennai,1197,5.0
Maruti,Zen Estilo LXI BSIII,2009,Petrol,Manual,63000,Second,125000.0,Jaipur,998,5.0
Maruti,Alto K10 2010-2014 VXI,2014,Petrol,Manual,36967,First,364000.0,Kochi,998,5.0
Toyota,Fortuner 4x2 Manual,2016,Diesel,Manual,73053,First,2000000.0,Jaipur,2982,7.0
Mahindra,Thar CRDe AC,2019,Diesel,Manual,16392,First,1036000.0,Coimbatore,2498,6.0
Hyundai,Santro Xing XO,2007,Petrol,Manual,79000,First,185000.0,Chennai,1086,5.0
Toyota,Etios G,2013,Petrol,Manual,67000,Second,405000.0,Jaipur,1496,5.0
